"urdu","roman"
"بہت پہلی سی ان قدموں کی اہٹ جان لیتی ہیں","bahut pahle se un qadmon ki aahat jaan lete hain"
"تجہی ای زندگی ہم دور سی پہچان لیتی ہیں","tujhe ai zindagi ham duur se pahchan lete hain"
"مری نظریں بہی ایسی قاتلوں کا جان و ایماں ہیں","miri nazren bhi aise qatilon ka jaan o iman hain"
"نگاہیں ملتی ہی جو جان اور ایمان لیتی ہیں","nigahen milte hi jo jaan aur iman lete hain"
"جسی کہتی ہی دنیا کامیابی وائی نادانی","jise kahti hai duniya kamyabi vaae nadani"
"اسی کن قیمتوں پر کامیاب انسان لیتی ہیں","use kin qimaton par kamyab insan lete hain"
"نگاہ بادہ گوں یوں تو تری باتوں کا کیا کہنا","nigahebadagun yuun to tiri baton ka kya kahna"
"تری ہر بات لیکن احتیاطا چہان لیتی ہیں","tiri har baat lekin ehtiyatan chhan lete hain"
"طبیعت اپنی گہبراتی ہی جب سنسان راتوں میں","tabiat apni ghabrati hai jab sunsan raton men"
"ہم ایسی میں تری یادوں کی چادر تان لیتی ہیں","ham aise men tiri yadon ki chadar taan lete hain"
"خود اپنا فیصلہ بہی عشق میں کافی نہیں ہوتا","khud apna faisla bhi ishq men kaafi nahin hota"
"اسی بہی کیسی کر گزریں جو دل میں ٹہان لیتی ہیں","use bhi kaise kar guzren jo dil men thaan lete hain"
"حیات عشق کا اک اک نفس جام شہادت ہی","hayateishq ka ik ik nafas jameshahadat hai"
"وہ جان ناز برداراں کوئی اسان لیتی ہیں","vo janenazbardaran koi asan lete hain"
"ہم اہنگی میں بہی اک چاشنی ہی اختلافوں کی","hamahangi men bhi ik chashni hai ikhtilafon ki"
"مری باتیں بعنوان دگر وہ مان لیتی ہیں","miri baten baunvanedigar vo maan lete hain"
"تری مقبولیت کی وجہ واحد تیری رمزیت","tiri maqbuliyat ki vajh vahid teri ramziyyat"
"کہ اس کو مانتی ہی کب ہیں جس کو جان لیتی ہیں","ki us ko mante hi kab hain jis ko jaan lete hain"
"اب اس کو کفر مانیں یا بلندی نظر جانیں","ab is ko kufr manen ya bulandienazar janen"
"خدائی دو جہاں کو دی کی ہم انسان لیتی ہیں","khudaedojahan ko de ke ham insan lete hain"
"جسی صورت بتاتی ہیں پتہ دیتی ہی سیرت کا","jise surat batate hain pata deti hai sirat ka"
"عبارت دیکہ کر جس طرح معنی جان لیتی ہیں","ibarat dekh kar jis tarah maani jaan lete hain"
"تجہی گہاٹا نہ ہونی دیں گی کاروبار الفت میں","tujhe ghata na hone denge karobareulfat men"
"ہم اپنی سر ترا ای دوست ہر احسان لیتی ہیں","ham apne sar tira ai dost har ehsan lete hain"
"ہماری ہر نظر تجہ سی نئی سوگندہ کہاتی ہی","hamari har nazar tujh se nai saugandh khati hai"
"تو تیری ہر نظر سی ہم نیا پیمان لیتی ہیں","to teri har nazar se ham naya paiman lete hain"
"رفیق زندگی تہی اب انیس وقت اخر ہی","rafiqezindagi thi ab anisevaqteakhir hai"
"ترا ای موت ہم یہ دوسرا احسان لیتی ہیں","tira ai maut ham ye dusra ehsan lete hain"
"زمانہ واردات قلب سننی کو ترستا ہی","zamana vardateqalb sunne ko tarasta hai"
"اسی سی تو سر انکہوں پر مرا دیوان لیتی ہیں","isi se to sar ankhon par mira divan lete hain"
"فراقؔ اکثر بدل کر بہیس ملتا ہی کوئی کافر","firaq aksar badal kar bhes milta hai koi kafir"
"کبہی ہم جان لیتی ہیں کبہی پہچان لیتی ہیں","kabhi ham jaan lete hain kabhi pahchan lete hain"
"بستیاں ڈہونڈہ رہی ہیں انہیں ویرانوں میں","bastiyan dhundh rahi hain unhen viranon men"
"وحشتیں بڑہ گئیں حد سی تری دیوانوں میں","vahshaten badh gaiin had se tire divanon men"
"نگہ ناز نہ دیوانوں نہ فرزانوں میں","nigahenaz na divanon na farzanon men"
"جان کار ایک وہی ہی مگر انجانوں میں","jankar ek vahi hai magar anjanon men"
"بزم می بی خود و بی تاب نہ کیوں ہو ساقی","bazmemai bekhudobetab na kyuun ho saaqi"
"موج بادہ ہی کہ درد اٹہتا ہی پیمانوں میں","maujebada hai ki dard uthta hai paimanon men"
"میں تو میں چونک اٹہی ہی یہ فضائی خاموش","main to main chaunk uthi hai ye fazaekhamosh"
"یہ صدا کب کی سنی اتی ہی پہر کانوں میں","ye sada kab ki suni aati hai phir kanon men"
"سیر کر اجڑی دلوں کی جو طبیعت ہی اداس","sair kar ujde dilon ki jo tabiat hai udaas"
"جی بہل جاتی ہیں اکثر انہیں ویرانوں میں","ji bahal jaate hain akasr inhin viranon men"
"وسعتیں بہی ہیں نہاں تنگئ دل میں غافل","vusaten bhi hain nihan tangiedil men ghafil"
"جی بہل جاتی ہیں اکثر انہیں میدانوں میں","ji bahal jaate hain aksar inhin maidanon men"
"جان ایمان جنوں سلسلہ جنبان جنوں","jaan imanejunun silsila jumbanejunun"
"کچہ کشش ہائی نہاں جذب ہیں ویرانوں میں","kuchh kashishhaenihan jazb hain viranon men"
"خندہ صبح ازل تیرگی شام ابد","khandaesubheazal tirgieshameabad"
"دونوں عالم ہیں چہلکتی ہوئی پیمانوں میں","donon aalam hain chhalakte hue paimanon men"
"دیکہ جب عالم ہو کو تو نیا عالم ہی","dekh jab alamehu ko to naya aalam hai"
"بستیاں بہی نظر انی لگیں ویرانوں میں","bastiyan bhi nazar aane lagin viranon men"
"جس جگہ بیٹہ گئی اگ لگا کر اٹہی","jis jagah baith gae aag laga kar utthe"
"گرمیاں ہیں کچہ ابہی سوختہ سامانوں میں","garmiyan hain kuchh abhi sokhtasamanon men"
"وحشتیں بہی نظر اتی ہیں سر پردۂ ناز","vahshaten bhi nazar aati hain sarepardaenaz"
"دامنوں میں ہی یہ عالم نہ گریبانوں میں","damanon men hai ye aalam na garebanon men"
"ایک رنگینی ظاہر ہی گلستاں میں اگر","ek ranginiezahir hai gulistan men agar"
"ایک شادابی پنہاں ہی بیابانوں میں","ek shadabiepinhan hai bayabanon men"
"جوہر غنچہ و گل میں ہی اک انداز جنوں","jauhareghunchaogul men hai ik andazejunun"
"کچہ بیاباں نظر ائی ہیں گریبانوں میں","kuchh bayaban nazar aae hain garebanon men"
"اب وہ رنگ چمن و خندۂ گل بہی نہ رہی","ab vo rangechamanokhandaegul bhi na rahe"
"اب وہ اثار جنوں بہی نہیں دیوانوں میں","ab vo asarejunun bhi nahin divanon men"
"اب وہ ساقی کی بہی انکہیں نہ رہیں رندوں میں","ab vo saaqi ki bhi ankhen na rahin rindon men"
"اب وہ ساغر بہی چہلکتی نہیں می خانوں میں","ab vo saghar bhi chhalakte nahin maikhanon men"
"اب وہ اک سوز نہانی بہی دلوں میں نہ رہا","ab vo ik sozenihani bhi dilon men na raha"
"اب وہ جلوی بہی نہیں عشق کی کاشانوں میں","ab vo jalve bhi nahin ishq ke kashanon men"
"اب نہ وہ رات جب امیدیں بہی کچہ تہیں تجہ سی","ab na vo raat jab ummiden bhi kuchh thiin tujh se"
"اب نہ وہ بات غم ہجر کی افسانوں میں","ab na vo baat ghamehijr ke afsanon men"
"اب ترا کام ہی بس اہل وفا کا پانا","ab tira kaam hai bas ahlevafa ka paana"
"اب ترا نام ہی بس عشق کی غم خانوں میں","ab tira naam hai bas ishq ke ghamkhanon men"
"تا بہ کی وعدۂ موہوم کی تفصیل فراقؔ","tabakai vadaemauhum ki tafsil firaq"
"شب فرقت کہیں کٹتی ہی ان افسانوں میں","shabefurqat kahin katti hai in afsanon men"
"بی ٹہکانی ہی دل غمگیں ٹہکانی کی کہو","bethikane hai dileghamghin thikane ki kaho"
"شام ہجراں دوستو کچہ اس کی انی کی کہو","shamehijran dosto kuchh is ke aane ki kaho"
"ہاں نہ پوچہ اک گرفتار قفس کی زندگی","haan na puchh ik giraftareqafas ki zindagi"
"ہم صفیران چمن کچہ اشیانی کی کہو","hamsafiranechaman kuchh ashiyane ki kaho"
"اڑ گیا ہی منزل دشوار میں غم کا سمند","ud gaya hai manziledushvar men gham ka samand"
"گیسوئی پر پیچ و خم کی تازیانی کی کہو","gesuepurpechokham ke taziyane ki kaho"
"بات بنتی اور باتوں سی نظر اتی نہیں","baat banti aur baton se nazar aati nahin"
"اس نگاہ ناز کی باتیں بنانی کی کہو","is nigahenaz ki baten banane ki kaho"
"داستاں وہ تہی جسی دل بجہتی بجہتی کہہ گیا","dastan vo thi jise dil bujhte bujhte kah gaya"
"شمع بزم زندگی کی جہلملانی کی کہو","shamebazmezindagi ke jhilmilane ki kaho"
"کچہ دل مرحوم کی باتیں کرو ای اہل علم","kuchh dilemarhum ki baten karo ai ahleilm"
"جس سی ویرانی تہی اباد اس دوانی کی کہو","jis se virane the abad us divane ki kaho"
"داستان زندگی بہی کس قدر دلچسپ ہی","dastanezindagi bhi kis qadar dilchasp hai"
"جو ازل سی چہڑ گیا ہی اس فسانی کی کہو","jo azal se chhid gaya hai us fasane ki kaho"
"یہ فسون نیم شب یہ خواب‌‌ ساماں خامشی","ye fusunenimeshab ye khvabsaman khamushi"
"سامری فن انکہ کی جادو جگانی کی کہو","samri fan aankh ke jaadu jagane ki kaho"
"کوئی کیا کہائی گا یوں سچی قسم جہوٹی قسم","koi kya khaega yuun sachchi qasam jhuti qasam"
"اس نگاہ ناز کی سوگندہ کہانی کی کہو","us nigahenaz ki saugandh khane ki kaho"
"شام ہی سی گوش بر اواز ہی بزم سخن","shaam hi se goshbaravaz hai bazmesukhan"
"کچہ فراقؔ اپنی سناؤ کچہ زمانی کی کہو","kuchh firaq apni sunao kuchh zamane ki kaho"
"چہلک کی کم نہ ہو ایسی کوئی شراب نہیں","chhalak ke kam na ho aisi koi sharab nahin"
"نگاہ نرگس رعنا ترا جواب نہیں","nigahenargiseraana tira javab nahin"
"زمین جاگ رہی ہی کہ انقلاب ہی کل","zamin jaag rahi hai ki inqalab hai kal"
"وہ رات ہی کوئی ذرہ بہی محو خواب نہیں","vo raat hai koi zarra bhi mahvekhvab nahin"
"حیات درد ہوئی جا رہی ہی کیا ہوگا","hayatedard hui ja rahi hai kya hoga"
"اب اس نظر کی دعائیں بہی مستجاب نہیں","ab is nazar ki duaen bhi mustajab nahin"
"زمین اس کی فلک اس کا کائنات اس کی","zamin us ki falak us ka kaenat us ki"
"کچہ ایسا عشق ترا خانماں خراب نہیں","kuchh aisa ishq tira khanumankharab nahin"
"ابہی کچہ اور ہو انسان کا لہو پانی","abhi kuchh aur ho insan ka lahu paani"
"ابہی حیات کی چہری پر اب و تاب نہیں","abhi hayat ke chehre par abotab nahin"
"جہاں کی باب میں تر دامنوں کا قول یہ ہی","jahan ke baab men tar damanon ka qaul ye hai"
"یہ موج مارتا دریا کوئی سراب نہیں","ye mauj marta dariya koi sarab nahin"
"دکہا تو دیتی ہی بہتر حیات کی سپنی","dikha to deti hai behtar hayat ke sapne"
"خراب ہو کی بہی یہ زندگی خراب نہیں","kharab ho ke bhi ye zindagi kharab nahin"
"چہیڑ ای دل یہ کسی شوخ کی رخساروں سی","chhed ai dil ye kisi shokh ke rukhsaron se"
"کہیلنا اہ دہکتی ہوئی انگاروں سی","khelna aah dahakte hue angaron se"
"ہم شب ہجر میں جب سوتی ہی ساری دنیا","ham shabehijr men jab soti hai saari duniya"
"ذکر کرتی ہیں ترا چہٹکی ہوئی تاروں سی","zikr karte hain tira chhitke hue taron se"
"اشک بہر لائی کسی نی جو ترا نام لیا","ashk bhar laae kisi ne jo tira naam liya"
"اور کیا ہجر میں ہوتا تری بیماروں سی","aur kya hijr men hota tire bimaron se"
"چہیڑ نغمہ کوئی گو دل کی شکستہ ہیں رگیں","chhed naghma koi go dil ki shikasta hain ragen"
"ہم نکالیں گی صدا ٹوٹی ہوئی تاروں سی","ham nikalenge sada tuute hue taron se"
"ہم کو تیری ہی ضرورت نہ اسی بہول ای دوست","ham ko teri hai zarurat na ise bhuul ai dost"
"تیری اقراروں سی مطلب ہی نہ انکاروں سی","tere iqraron se matlab hai na inkaron se"
"ہم ہیں وہ بیکس و بی یار کہ بیٹہی بیٹہی","ham hain vo bekasobeyar ki baithe baithe"
"اپنا دکہ درد کہا کرتی ہیں دیواروں سی","apna dukhdard kaha karte hain divaron se"
"اہل دنیا سی یہ کہتی ہیں مری نالۂ دل","ahleduniya se ye kahte hain mire nalaedil"
"ہم صدا دیں گی غم ہجر کی میناروں سی","ham sada denge ghamehijr ke minaron se"
"عشق ہمدردی عالم کا روادار نہیں","ishq hamdardiealam ka ravadar nahin"
"ہو گئی بہول فراقؔ اپ کی غم خواروں سی","ho gai bhuul firaq aap ke ghamkhvaron se"
"دور اغاز جفا دل کا سہارا نکلا","daureaghazejafa dil ka sahara nikla"
"حوصلہ کچہ نہ ہمارا نہ تمہارا نکلا","hausla kuchh na hamara na tumhara nikla"
"تیرا نام اتی ہی سکتی کا تہا عالم مجہ پر","tera naam aate hi sakte ka tha aalam mujh par"
"جانی کس طرح یہ مذکور دوبارا نکلا","jaane kis tarah ye mazkur dobara nikla"
"ہوش جاتا ہی جگر جاتا ہی دل جاتا ہی","hosh jaata hai jigar jaata hai dal jaata hai"
"پردی ہی پردی میں کیا تیرا اشارا نکلا","parde hi parde men kya tera ishara nikla"
"ہی تری کشف و کرامات کی دنیا قائل","hai tire kashfokaramat ki duniya qaail"
"تجہ سی ای دل نہ مگر کام ہمارا نکلا","tujh se ai dil na magar kaam hamara nikla"
"کتنی سفاک سر قتل گہہ عالم تہی","kitne saffak sareqatlgahealam the"
"لاکہوں میں بس وہی اللہ کا پیارا نکلا","lakhon men bas vahi allah ka pyara nikla"
"عبرت انگیز ہی کیا اس کی جواں مرگی بہی","ibratangez hai kya us ki javanmargi bhi"
"ہائی وہ دل جو ہمارا نہ تمہارا نکلا","haae vo dil jo hamara na tumhara nikla"
"عشق کی لو سی فرشتوں کی بہی پر جلتی ہیں","ishq ki lau se farishton ke bhi par jalte hain"
"رشک خورشید قیامت یہ شرارا نکلا","rashkekhurshideqayamat ye sharara nikla"
"سر بہ سر بی سر و ساماں جسی سمجہی تہی وہ دل","sarbasar besarosaman jise samjhe the vo dil"
"رشک جمشید و کی و خسرو و دارا نکلا","rashkejamshedokaiokhusrauodara nikla"
"رونی والی ہوئی چپ ہجر کی دنیا بدلی","rone vaale hue chup hijr ki duniya badli"
"شمع بی نور ہوئی صبح کا تارا نکلا","shama benur hui subh ka taara nikla"
"انگلیاں اٹہیں فراقؔ وطن اوارہ پر","ungliyan utthin firaqevatanavara par"
"اج جس سمت سی وہ درد کا مارا نکلا","aaj jis samt se vo dard ka maara nikla"
"دیتی ہیں جام شہادت مجہی معلوم نہ تہا","dete hain jameshahadat mujhe maalum na tha"
